Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Equity in noncorporate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1997:Q1,Silent,21228397,5881528,4695022,1186505,15346869,2004203,494055,1551646,1191732,359914,242970,163196,79774,3667734,247242,275767,738569,3651594,2324298,148792,1466860,1459592,980803,300505,9282,169001,7268,19761537,40284865
1997:Q1,BabyBoom,13075268,4861316,3717367,1143949,8213952,785529,178636,392635,281594,111042,30851,12743,18108,1610434,314477,303437,986462,2019413,1443116,148962,2977403,2968201,2216750,648542,16768,86140,9202,10097866,41979982
1997:Q1,GenX,1611808,886660,560014,326646,725148,114613,9549,24501,18409,6093,5539,5323,216,99881,60037,10097,112385,137633,120354,30557,696317,694397,382919,305128,2397,3953,1920,915491,18503198
1997:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q2,Silent,21710795,5911474,4718907,1192567,15799321,1999363,489390,1561650,1189936,371714,255924,176874,79050,4042115,247755,278354,776645,3676496,2322670,148956,1485946,1478823,987211,305281,10232,176098,7123,20224849,40078919
1997:Q2,BabyBoom,13769143,4952161,3803116,1149045,8816982,801507,177430,388902,272803,116099,32142,15185,16958,1952723,328948,329866,1100691,2073781,1479825,151168,3015385,3005975,2242838,653953,19308,89875,9410,10753758,42014253
1997:Q2,GenX,1806660,896964,571536,325428,909696,120333,7224,26117,18994,7122,7257,7010,247,199252,62629,19601,158337,148696,128622,31629,729651,727710,401875,318804,2625,4406,1940,1077010,18974745
1997:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q3,Silent,22062027,5942181,4740006,1202175,16119845,1996516,503450,1577646,1190266,387380,257782,179339,78443,4269878,248057,280384,805918,3701607,2328498,150110,1512380,1505402,1000161,310915,5737,188590,6979,20549646,39873073
1997:Q3,BabyBoom,14331040,5046202,3886188,1160014,9284838,822939,190387,390932,269241,121691,30003,14199,15804,2152013,343168,348854,1197143,2124537,1530738,154124,3060660,3051040,2283888,661157,11368,94627,9620,11270380,42054174
1997:Q3,GenX,1960562,908313,580442,327871,1052249,127480,8170,28082,19865,8217,8684,8416,269,254200,65122,26493,195317,158716,146957,33028,775244,773287,432959,333733,1429,5165,1958,1185318,19440383
1997:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q4,Silent,22259026,5992032,4797420,1194612,16266994,1997104,518343,1569356,1200487,368869,269848,192376,77473,4353752,245088,281893,805142,3726602,2351337,148527,1532389,1525554,1006837,320253,9191,189273,6835,20726638,39663200
1997:Q4,BabyBoom,14622710,5062092,3880895,1181197,9560618,854734,204465,413970,290868,123102,31405,16805,14599,2208395,353176,346350,1216738,2161901,1614322,155163,3089360,3079527,2289828,673411,18902,97385,9833,11533350,42102702
1997:Q4,GenX,2106677,999127,656909,342218,1107550,137364,9365,31121,22165,8956,10975,10641,334,261154,65794,24243,180470,164326,189201,33539,817645,815672,457573,350502,2290,5307,1973,1289032,19900477
1997:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q1,Silent,22849628,6044407,4843688,1200719,16805221,1988268,547438,1593700,1193436,400264,286314,209949,76364,4766521,243573,283813,841308,3751565,2354675,148048,1539209,1532562,1015983,311786,9844,194949,6647,21310418,39445175
1998:Q1,BabyBoom,15417827,5169816,3975933,1193883,10248010,852834,230838,399212,268380,130832,35156,21785,13372,2601134,365322,369956,1338869,2236349,1661262,157078,3097746,3087735,2306018,659543,21062,101113,10010,12320081,42162795
1998:Q1,GenX,2383743,1038112,692578,345535,1345631,138675,13716,32277,21999,10278,13971,13552,419,387034,67267,33487,237312,181944,205534,34415,850307,848357,487489,352714,2423,5732,1950,1533436,20355392
1998:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q2,Silent,23084313,6116246,4911445,1204802,16968066,1979671,553582,1661984,1209978,452006,294736,219542,75194,4853349,241454,285391,841292,3754196,2355949,146462,1563447,1556873,1024808,321351,8803,201912,6574,21520866,39214873
1998:Q2,BabyBoom,15852854,5289559,4078859,1210700,10563295,852901,239003,448164,306484,141680,36168,24039,12129,2666116,376954,385381,1364797,2329691,1705825,158294,3159232,3148934,2349846,674289,19613,105185,10298,12693623,42237409
1998:Q2,GenX,2495329,1105014,752761,352253,1390315,140314,13336,37258,25358,11900,16855,16339,516,398074,68397,39312,224861,197108,219890,34910,895978,893958,513485,372104,2121,6248,2020,1599351,20805494
1998:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q3,Silent,22805983,6170482,4940050,1230433,16635501,1972058,585894,1668474,1235240,433234,317988,243823,74165,4504982,236105,286730,807681,3756150,2353223,146217,1575117,1568908,1033776,327593,9508,198031,6210,21230866,38968169
1998:Q3,BabyBoom,15855431,5514049,4293888,1220161,10341382,857896,270546,511502,368346,143156,45427,34541,10886,2289491,384725,375269,1295300,2405595,1745018,160613,3212191,3201862,2387966,684476,22009,107410,10329,12643241,42329502
1998:Q3,GenX,2262775,1081495,735319,346177,1181279,143090,19223,42949,30248,12701,21380,20778,603,246667,67564,33179,135549,206126,229661,35892,941989,940149,543098,388649,2256,6146,1840,1320786,21251148
1998:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q4,Silent,23365301,6248938,5035543,1213395,17116363,1999587,612143,1568979,1187537,381442,309566,234990,74576,4993074,244173,278800,860979,3726821,2378029,144211,1574437,1568692,1031674,327067,11562,198390,5745,21790864,38702229
1998:Q4,BabyBoom,16956583,5597254,4347630,1249624,11359329,918949,297152,504321,373285,131037,50538,38368,12170,2852625,395050,414133,1448811,2546807,1769002,161940,3300670,3290777,2448249,708601,24896,109030,9893,13655913,42440905
1998:Q4,GenX,2761780,1200522,829742,370780,1561258,163461,24298,43909,32151,11758,19469,18981,489,454941,77759,43773,250312,220356,226149,36830,993795,992206,577519,405604,2888,6194,1589,1767985,21692686
1998:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q1,Silent,23351494,6297829,5082601,1215228,17053665,2002005,638217,1552310,1132988,419322,302959,227764,75195,4941746,246535,270782,873443,3696336,2387166,142167,1558994,1552842,1025548,314997,11266,201030,6152,21792500,38419397
1999:Q1,BabyBoom,17323236,5772075,4504862,1267213,11551161,900012,323494,493514,360283,133230,55978,42510,13468,2864229,398281,431738,1486423,2666990,1767120,163381,3365721,3355485,2506081,715533,22698,111173,10236,13957514,42568958
1999:Q1,GenX,2799370,1216338,837472,378866,1583032,162008,29296,44900,32786,12114,17738,17386,352,460490,84771,44206,273937,226650,201252,37785,1028363,1026228,605047,411867,2928,6385,2135,1771007,22130320
1999:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q2,Silent,23593230,6367996,5159838,1208158,17225233,2002243,628197,1482057,1087819,394239,299690,224233,75456,5185853,250816,262458,894867,3665332,2413371,140349,1568451,1562331,1021320,310544,12277,218191,6120,22024779,38123304
1999:Q2,BabyBoom,18009498,5911693,4615364,1296328,12097805,872466,317814,489133,363330,125803,62899,48169,14729,3177531,404458,459947,1551108,2796855,1800491,165104,3458526,3448332,2573770,735091,23173,116299,10194,14550971,42709872
1999:Q2,GenX,3065083,1302834,902450,400384,1762250,157845,25415,45851,34289,11562,16398,16140,258,578531,93338,49795,317541,235915,202765,38856,1077184,1074894,638110,425947,3330,7507,2290,1987900,22564226
1999:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q3,Silent,23416873,6436022,5219470,1216552,16980850,2012837,642759,1429162,1045863,383299,307753,231718,76035,4970180,249540,255059,879787,3633512,2459339,140923,1568045,1561974,1022354,309029,10785,219806,6072,21848827,37817586
1999:Q3,BabyBoom,18275830,6145086,4824127,1320960,12130743,881968,334006,489022,367959,121063,75805,59781,16023,3022504,403270,458569,1515458,2908615,1872844,168682,3548020,3537881,2640210,759986,19180,118506,10139,14727810,42859862
1999:Q3,GenX,3041371,1329464,916243,413221,1711907,164031,27575,47039,35792,11246,15890,15764,126,521122,98573,40599,284123,237860,234179,40916,1144668,1142234,688660,442880,3024,7669,2434,1896703,22994584
1999:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q4,Silent,24115610,6503365,5295114,1208251,17612245,2032538,686502,1251875,1036352,215523,329286,252885,76401,5623927,263921,245287,921006,3602346,2487656,167902,1598513,1592237,1021699,308227,10677,251634,6276,22517097,37505878
1999:Q4,BabyBoom,19707514,6291257,4942159,1349099,13416256,926900,376217,500966,417918,83048,97677,80383,17294,3760641,424250,519134,1638306,3065266,1914245,192656,3609747,3599417,2667644,786444,17895,127434,10330,16097767,43015140
1999:Q4,GenX,3603179,1419710,985938,433772,2183469,180586,36893,48097,40369,7727,16413,16393,20,802609,114541,62614,370933,256515,240563,53705,1219840,1217011,745132,458951,3105,9822,2829,2383339,23421570
1999:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q1,Silent,24328878,6606827,5394171,1212656,17722051,2045695,715515,1155669,984532,171137,330314,254971,75344,5805109,267240,236532,937934,3570723,2489587,167733,1611257,1605296,1018303,296404,11564,279024,5961,22717621,37191812
2000:Q1,BabyBoom,20466908,6545762,5165164,1380598,13921146,948453,405800,467215,398700,68515,107399,89029,18370,4017033,430051,549661,1694545,3196367,1908616,196006,3638427,3628410,2679368,794792,18267,135984,10017,16828481,43171919
2000:Q1,GenX,3838905,1510123,1055449,454674,2328782,190583,42792,46520,40101,6419,15662,15565,97,903344,123504,69686,406828,265158,208879,55826,1279598,1276874,799060,462569,3493,11752,2724,2559307,23845363
2000:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q2,Silent,24114157,6719807,5505836,1213971,17394350,2051697,701938,1130538,938483,192055,316198,241916,74281,5532068,265843,229217,928731,3539092,2530560,168468,1593782,1587823,1018158,296184,10603,262877,5959,22520375,36879024
2000:Q2,BabyBoom,20651166,6798134,5385058,1413076,13853032,942130,396876,458332,387142,71190,106494,87081,19413,3794491,429104,559061,1678439,3312390,1975596,200119,3719338,3709331,2734986,824188,15848,134309,10008,16931828,43326415
2000:Q2,GenX,3877710,1625992,1148327,477665,2251718,192432,37931,46980,40230,6749,13845,13666,179,817647,129468,65639,387329,267502,234576,58371,1354403,1351474,855961,481399,3307,10808,2929,2523307,24266142
2000:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q3,Silent,24175159,6810264,5586060,1224205,17364895,2058464,723413,1101633,900919,200713,321314,248114,73200,5481450,267085,221137,931255,3508349,2581390,169404,1599984,1594139,1018140,300059,8654,267286,5845,22575175,36571148
2000:Q3,BabyBoom,21250133,7101195,5665057,1436137,14148938,936553,419626,456145,384968,71177,118386,97969,20416,3804729,431921,582748,1695377,3438572,2060467,204415,3809447,3799564,2788071,861672,12272,137550,9883,17440686,43474838
2000:Q3,GenX,3998384,1669234,1181392,487842,2329150,194503,41908,47777,40955,6822,13407,13139,268,822745,137440,69143,393042,273669,274456,61060,1437978,1434957,915600,505342,2778,11236,3022,2560406,24684083
2000:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q4,Silent,23854888,6923016,5706864,1216152,16931872,2079400,762527,1153619,921046,232573,347529,275363,72166,4940815,265314,215135,905704,3478208,2616040,167580,1567274,1561231,1012231,305604,10750,232646,6043,22287613,36271817
2000:Q4,BabyBoom,21240664,7297373,5827581,1469793,13943291,989006,458671,530001,452481,77521,146188,124800,21388,3306231,430100,579257,1634208,3547815,2115373,206440,3907370,3897296,2848694,902839,14369,131394,10073,17333295,43613404
2000:Q4,GenX,3962949,1830086,1314273,515813,2132863,214432,50520,54610,47084,7526,14370,14014,355,631937,143417,58032,339896,272675,290378,62598,1504557,1501113,955858,532824,3580,8851,3444,2458392,25099365
2000:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q1,Silent,23629323,7120621,5908156,1212465,16508702,2115840,821212,1141291,837814,303477,331753,259070,72683,4503082,267300,209028,859734,3449737,2642139,167585,1520845,1515135,1005658,294781,6519,208177,5710,22108478,35984667
2001:Q1,BabyBoom,21376395,7645621,6148041,1497580,13730774,1101122,516849,481275,387848,93428,141405,118803,22602,2923989,433679,580507,1517940,3670418,2153700,209891,3960360,3950651,2900230,914324,8307,127790,9709,17416035,43738325
2001:Q1,GenX,4007887,2050249,1513561,536688,1957638,253343,64915,52004,42793,9210,12165,11917,249,490608,152251,49395,247719,277211,293080,64946,1548666,1545361,995472,540618,2221,7050,3305,2459221,25512167
2001:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q2,Silent,23965354,7204343,5992037,1212306,16761010,2127546,819512,1095095,787368,307727,331383,258300,73083,4751396,274318,201672,878043,3440169,2669509,172366,1517290,1511724,1005311,290025,4192,212195,5566,22448064,35713331
2001:Q2,BabyBoom,22167126,7877341,6359494,1517847,14289785,1113119,517551,458062,364773,93289,148091,124310,23781,3223362,444775,604621,1575808,3794679,2192493,217224,4094303,4084771,3013535,935578,5075,130582,9532,18072823,43845814
2001:Q2,GenX,4280390,2130925,1582299,548625,2149466,261871,62710,50888,41589,9300,11033,10874,159,604444,165022,53027,284031,290545,296411,69485,1614187,1610824,1043354,558645,1466,7359,3363,2666203,25922666
2001:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q3,Silent,23504715,7280140,6063923,1216217,16224576,2143363,848379,1123239,804465,318774,379630,306078,73553,4131258,267417,195979,828360,3432135,2696341,178475,1567692,1561959,1012401,283853,7091,258614,5733,21937023,35461444
2001:Q3,BabyBoom,22036271,8136437,6603636,1532801,13899834,1140314,547086,508988,414090,94899,194661,169709,24952,2662412,433884,608055,1449963,3900885,2228099,225486,4169781,4160125,3054520,953839,8072,143695,9656,17866490,43932085
2001:Q3,GenX,4066178,2180027,1624495,555532,1886150,275550,69045,56093,46519,9573,12958,12895,63,401556,167613,45478,188747,296531,297835,74744,1722188,1718409,1134774,570083,2566,10986,3779,2343990,26331041
2001:Q3,Millennial,25628,18007,11244,6763,7621,1234,0,0,0,0,0,0,0,266,4319,0,69,0,798,934,15510,15414,8806,6576,0,32,96,10118,771266
2001:Q4,Silent,23966021,7347207,6124953,1222253,16618815,2168662,872135,1099356,784733,314623,357014,283240,73774,4494225,286888,193936,837347,3465768,2662588,180895,1509487,1503602,990675,301302,1555,210070,5885,22456534,35231511
2001:Q4,BabyBoom,22919856,8334506,6777431,1557075,14585350,1179818,585039,469040,366687,102353,174469,148480,25989,3099180,443334,625938,1541410,3980843,2257782,228498,4330854,4321311,3207678,974586,1692,137355,9543,18589002,43994525
2001:Q4,GenX,4412483,2313349,1737741,575608,2099134,292119,81101,51631,41688,9942,11904,11806,98,536769,168527,48790,232959,313621,285108,76604,1738836,1735263,1120678,606230,512,7844,3573,2673647,26737219
2001:Q4,Millennial,35115,24886,15563,9323,10229,1771,0,131,53,78,0,0,0,655,4998,8,386,117,984,1177,15761,15646,5904,9709,0,32,116,19354,989116
2002:Q1,Silent,24050113,7423488,6201639,1221850,16626624,2197452,850545,1083341,785892,297449,351201,276736,74465,4469756,304862,193397,842256,3500735,2649788,183290,1503382,1497197,992362,299965,463,204407,6184,22546731,35021526
2002:Q1,BabyBoom,23375172,8513639,6939771,1573868,14861533,1227204,577536,449629,343795,105834,168014,140907,27108,3157699,450673,625282,1620232,4031707,2322218,231339,4360413,4350822,3247018,961863,481,141460,9591,19014759,44035213
2002:Q1,GenX,4628352,2463976,1873691,590285,2164376,311684,79667,48882,38936,9947,11837,11765,72,533674,168426,41760,269533,318274,302210,78428,1835339,1831809,1213116,610495,141,8057,3530,2793013,27140130
2002:Q1,Millennial,46805,33567,21298,12269,13238,2479,96,397,114,283,1,0,1,788,5567,0,767,95,1625,1424,21275,21144,9912,11194,0,38,131,25530,1219270
2002:Q2,Silent,23802205,7495273,6271156,1224117,16306932,2211196,820490,1175430,806138,369292,335299,260573,74726,4106716,318926,193310,789281,3537279,2629981,189022,1492175,1485822,997606,308177,-4469,184508,6353,22310030,34828353
2002:Q2,BabyBoom,23241080,8680143,7086173,1593970,14560937,1215783,560826,474020,340250,133770,153368,125251,28116,2865637,451655,620531,1537148,4074279,2370723,236968,4430490,4421003,3316293,966734,-4494,142471,9487,18810590,44057404
2002:Q2,GenX,4551290,2609248,2000114,609134,1942042,312399,75618,50228,37845,12383,11164,11055,109,396818,165038,32207,190582,319474,306632,81883,1949434,1946115,1311247,629065,-1273,7076,3319,2601856,27538456
2002:Q2,Millennial,57471,43620,27867,15753,13851,2772,264,181,181,0,0,0,0,463,6143,0,96,0,2210,1721,27839,27692,13983,13669,0,40,146,29632,1461369
2002:Q3,Silent,23318976,7564550,6319578,1244972,15754426,2244772,800746,1235101,818643,416458,334851,259393,75459,3494624,330158,193215,731339,3575257,2620646,193717,1487079,1480305,1000160,315707,-5401,169838,6773,21831898,34648858
2002:Q3,BabyBoom,23046584,8959117,7348522,1610595,14087467,1273157,553423,484761,329304,155457,150682,121464,29218,2326640,447716,617774,1438208,4117386,2436097,241624,4549257,4539579,3430310,969693,-5249,144824,9678,18497327,44064351
2002:Q3,GenX,4335297,2667905,2050965,616940,1667392,335975,74461,50276,36071,14205,11410,11327,83,175135,158904,23521,105225,321128,326500,84857,2046125,2042701,1388032,649623,-1454,6500,3423,2289172,27930876
2002:Q3,Millennial,64948,48467,30206,18262,16480,3783,440,270,270,0,2,0,2,0,6744,0,0,0,3223,2018,31898,31744,15118,16584,0,42,154,33050,1715058
2002:Q4,Silent,23655665,7637365,6376778,1260587,16018300,2266482,825361,1307997,792711,515286,330327,254177,76150,3629039,342482,190832,736972,3614852,2571549,202405,1493105,1486125,1004447,325729,-8660,164609,6980,22162560,34479905
2002:Q4,BabyBoom,23696875,9216712,7593732,1622980,14480163,1286022,588736,476798,285211,191586,144512,114210,30302,2525004,445378,648147,1508624,4181836,2425305,249800,4666054,4656438,3537879,977628,-8195,149124,9616,19030821,44059308
2002:Q4,GenX,4466975,2739564,2117838,621726,1727410,345050,86100,48824,31347,17477,11380,11315,65,212517,153336,33745,134593,333017,278929,89921,2153356,2150112,1472030,673564,-2211,6728,3244,2313618,28316070
2002:Q4,Millennial,71737,53962,33050,20912,17775,4414,497,394,394,0,5,0,5,0,7200,0,0,0,2856,2409,37065,36903,16771,20087,0,46,162,34671,1979981
2003:Q1,Silent,23581276,7720455,6464120,1256335,15860821,2313744,797200,1255263,793323,461940,337345,261122,76224,3445233,358203,189526,725121,3654506,2577620,207060,1498472,1490895,1005043,323694,-8506,170663,7578,22082804,34318359
2003:Q1,BabyBoom,23944258,9358865,7724682,1634183,14585393,1381797,571637,452770,266516,186254,147497,116269,31229,2406657,448813,663757,1529907,4212094,2516098,254366,4762430,4752393,3641648,962992,-7828,155582,10037,19181828,44045529
2003:Q1,GenX,4625032,2903039,2269308,633731,1721993,382441,82097,45462,28821,16640,12303,12163,140,137607,150627,35558,131529,328676,322732,92962,2231379,2227782,1541449,680458,-2079,7954,3597,2393653,28692719
2003:Q1,Millennial,90269,67929,42584,25345,22340,6270,765,522,522,0,0,0,0,0,7322,0,0,0,4720,2741,39383,39226,17193,21979,0,55,157,50886,2255780
